Title,Category,Description,Price,URL,imageURL
"Laila & Me Dehydrated Australian Pilchards Cat & Dog Treats","Dog Treats","Increase the amount of essential fatty acids in your dog’s diet with these scrumptious and Dehydrated Pilchards Whole Small Fish Treats!

Get it here from Your Pet PA Online store and make your pet’s new favourite treats the  Laila &amp; Me Dehydrated Australian Pilchards Cat &amp; Dog Treats  Features:  Whole dehydrated Australian-sourced Pilchards small fish treats for cats and dogs Features a crunchy texture and irresistible taste that pets love! A natural source of omega 3 &amp; 6 essential fatty acids a vital nutrient that helps a variety of health areas, including joint health, brain functioning, and better skin and fur conditions. Contains important vitamin D to help absorb calcium and phosphorus to maintain strong and healthy bones and teeth. A slightly abrasive/crunchy texture helps clean teeth as your pet chews. Can be eaten separately or mixed in with your dog's food for added nutrition. Air-dried and minimally processed to ensure maximum flavour and nutritional value. No chemicals, GMOs, carrageenan, fillers, salt, sugar, artificial flavours/colours or preservatives. Approved by animal nutritionist Clare Kearney and ethically sourced ingredients Made in Australia in small batches for freshness.  Available sizes:  6 Whole Dehydrated Pilchards per pack. 16 Whole Dehydrated Pilchards per pack.

NOTE: These are natural products and what you receive may look a little different from our photos. We do our best to provide accurate pictures but due to the nature of the drying process of natural products, it may look different.

 

 

About Laila and Me:  Offering 100% natural and delicious pet treats, Laila and Me is an Australian-owned small business that was founded in 2015 and brings healthy, hypoallergenic treats for pet owners with cats and dogs that have food allergies or sensitivities. Laila and Me focus on treats that help manage weight, promote healthy gut and digestion, enhance skin and fur coat condition, and more.          ","                         $11.99                        ",https://yourpetpa.com.au/collections/treats/products/laila-me-dehydrated-australian-pilchards-cat-dog-treats,//yourpetpa.com.au/cdn/shop/products/Laila_MeDehydratedAustralianPilchardsCat_DogTreats6.png?v=1674724733
"Laila & Me Freeze Dried Australian Turkey Cat & Dog Treats","Dog Treats","Make healthier treat choices for your pet with the Laila &amp; Me Freeze Dried Australian Turkey Cat &amp; Dog Treats!

Laila &amp; Me Freeze Dried Australian Turkey Cat &amp; Dog Treats are made from premium Australian-sourced turkey meat that is high in lean protein and the mood-boosting amino acid tryptophan, rich in vitamins (e.g., B6, B12, and selenium), and low in fat, providing your dog with energy and health benefits all day.

These freeze-dried treats are made by fast freezing raw food ingredients and then ""vacuuming"" them to remove over 95% of the moisture contained in the food, allowing the meal to keep its nutritious content. Get your dog's favourite treat today at Your Pet PA's online store.  Features:  All-natural, single-protein turkey treats for dogs Made with Australian-sourced turkey only - no other ingredients Freeze-dried method to preserve flavour and nutrients Rich in vitamins like B6, B12, and selenium Contains mood-boosting amino acid (tryptophan) No chemicals, GMOs, carrageenan, fillers, artificial flavours/colours or preservatives Made in Melbourne, Australia and pet-nutritionist approved   Sizes Available:  60g 140g   Ingredients:  Australian-Sourced Turkey   Directions:

All pets are different and may need to be slowly introduced to new types of foods. Start with ⅓ or ½ of a treat before increasing the amount. Please always consult with your vet if you have any reservations about any treats or pet food products.

About Laila and Me: Offering 100% natural and delicious pet treats, Laila and Me is an Australian-owned small business that was founded in 2015 and brings healthy, hypoallergenic treats for pet owners with cats and dogs that have food allergies or sensitivities.
         ","                         $11.59                        ",https://yourpetpa.com.au/collections/treats/products/laila-me-freeze-dried-australian-turkey-cat-dog-treats,//yourpetpa.com.au/cdn/shop/products/LailaMeFreezeDriedAustralianTurkeyCat_DogTreats1.jpg?v=1675653296
"Laila & Me Dehydrated Coco and Hemp Chicken Jerky Dog Treats","Dog Treats","Boost your dog's health with Laila &amp; Me Dehydrated Coco and Hemp Chicken Dog Treats for a happy and healthy pet.

The Laila &amp; Me Dehydrated Coco and Hemp Chicken Dog Treat are an all-natural, grain-free, and high-protein dog treat option made in Australia featuring slowly dried and minimally processed lean chicken breast, coconut oil, and hemp seeds. These dog treats contain omega-3 and 6 fatty acids. Get your dog's favourite treat today at Your Pet PA's online store.  Features:  All-natural and minimally processed dehydrated grain-free dog treats Made with real chicken breast meat for a pure lean protein source for your pet Slowly dried to preserve natural taste and maximum nutritional value Hypoallergenic pet treat for dogs with food allergies and sensitivities Packed with amino acids/proteins to help support muscle and tissues Contains omega 3 &amp; 6 fatty acids for optimal joint health and improved fur &amp; skin conditions Rich in vitamin E and antioxidants to help boost your dog’s health No chemicals, GMOs, carrageenan, fillers, artificial flavours/colours or preservatives Made in Melbourne, Australia in small batches for maximum freshness   Sizes available:  75g 200g   Ingredients:  Chicken Breasts, Coconut Oil, Hemp Seeds

About Laila and Me: Offering 100% natural and delicious pet treats, Laila and Me is an Australian-owned small business that was founded in 2015 and brings healthy, hypoallergenic treats for pet owners with cats and dogs that have food allergies or sensitivities.
         ","                         $12.34                        ",https://yourpetpa.com.au/collections/treats/products/laila-me-dehydrated-coco-and-hemp-chicken-jerky-dog-treats,//yourpetpa.com.au/cdn/shop/products/LailaMeDehydratedCocoandHempChickenJerkyDogTreats.jpg?v=1674610403
"Tasty Bone Nylon Trio Bone For Dogs (Chicken Flavour)","Dog Treats","TASTYBONE NYLON TRIO DOG BONE

Made from 100% Virgin Nylon, packed with flavour and exceptionally tough, the TastyBone Nylon Trio Dog Bone range is a part of TastyBone's tried and tested core offering that keeps even the most vigorous chewers chomping for days. They satisfy every bit of a dog’s urge to gnaw. With every bite, your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees. TastyBone offers a 100-day guarantee, the Nylon Trio Dog Bones are guaranteed to last, or your money back! Available in three lip-smackingly delicious flavours, there is one to suit every dog big, or small. Bone-appetite!

100% Virgin Nylon- Made from 100% virgin nylon, that is free from chemicals

100-Day Chew Guarantee- TastyBone have a 100-day chew challenge with the Nylon Trio Dog Bone. Put your dog up to the test with the 100-day chew challenge guarantee, or your money back!

Long-lasting Flavour- Uniquely infused with irresistible flavours right through to the core, your dog will never get bored, as the flavour will last for the lifetime of the bone

Human-Grade Flavouring- The TastyBone Nylon Trio Dog Bone is perfect for dogs with allergies as there is no wheat, dairy, additives or meat. The flavours of the bone are made from 100% herbs and spices

Promotes Dental Health- With every bite your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees

Made in the UK- TastyBone is the UK’s no.1 manufacturer of nylon chews and edible treats. TastyBone is proud to be both designed and manufactured in Great Britain

Ingredients: 100% Virgin Nylon Synthetic Flavouring.

          ","                         $27.20                        ",https://yourpetpa.com.au/collections/treats/products/tasty-bone-nylon-trio-bone-for-dogs-beef-flavour,//yourpetpa.com.au/cdn/shop/products/eyJidWNrZXQiOiJ3ZWItbmluamEtaW1hZ2VzIiwia2V5IjoidGltZXBldG5ld1wvaW1hZ2VzXC9wcm9kaW1nXC8xMjgwXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODAsImhlaWdodCI6NDgwLCJmaXQiOiJpbnNpZGUiLCJ.webp?v=1661499087
"Laila & Me Dehydrated Australian Lamb Chips with 100% Lamb for Cats & Dogs 100g","Dog Treats","Give your pets fun and nutritious yummy treats with the Laila &amp; Me Dehydrated Australian Lamb Chips with 100% Lamb for Cats &amp; Dogs

Laila &amp; Me Dehydrated Australian Lamb Chips with 100% Lamb for Cats &amp; Dogs is produced with 100% Australian lamb lung, which has a high nutritional content of taurine, an amino acid that is important to many organs in the body, including the brain, eyes, and liver. Grain-free and single-ingredient, these Lamb chips are minimally processed and hypoallergenic, which is ideal for dogs with food allergies and sensitivities.

These bite-sized dog treats are slowly dehydrated to ensure your dog gets the most out of each piece. Get your dog's favourite treat from Your Pet PA's online store today.  Features:  Natural and grain-free air-dried lamb lung puff chips - a fun and nutritious treat for dogs! Made with 100% Australian lamb lung which provides high nutritional value. Contains the essential amino acid taurine to help improve overall health and well-being. Minimally processed and slowly air-dried to retain natural flavours and nutrients Hypoallergenic pet treat for dogs with food allergies and sensitivities. No chemicals, GMOs, carrageenan, fillers, additives or preservatives. Approved by animal nutritionist Clare Kearney. Made in Australia in small batches for freshness.  Available Size:   100g

About Laila and Me:  Offering 100% natural and delicious pet treats, Laila and Me is an Australian-owned small business that was founded in 2015 and brings healthy, hypoallergenic treats for pet owners with cats and dogs that have food allergies or sensitivities. Laila and Me focuses on treats that help manage weight, promote healthy gut and digestion, enhance skin and fur coat condition, and more.


         ","                         $12.99                        ",https://yourpetpa.com.au/collections/treats/products/laila-me-dehydrated-australian-lamb-chips-with-100-lamb-for-cats-dogs-100g,//yourpetpa.com.au/cdn/shop/products/LailaMeDehydratedAustralianLambChips100g.jpg?v=1675653345
"Tasty Bone Nylon Trio Bone For Dogs (Bacon Flavour)","Dog Treats","TASTYBONE NYLON TRIO DOG BONE

Made from 100% Virgin Nylon, packed with flavour and exceptionally tough, the TastyBone Nylon Trio Dog Bone range is a part of TastyBone's tried and tested core offering that keeps even the most vigorous chewers chomping for days. They satisfy every bit of a dog’s urge to gnaw. With every bite, your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees. TastyBone offers a 100-day guarantee, the Nylon Trio Dog Bones are guaranteed to last, or your money back! Available in three lip-smackingly delicious flavours, there is one to suit every dog big, or small. Bone-appetite!

100% Virgin Nylon- Made from 100% virgin nylon, that is free from chemicals

100-Day Chew Guarantee- TastyBone have a 100-day chew challenge with the Nylon Trio Dog Bone. Put your dog up to the test with the 100-day chew challenge guarantee, or your money back!

Long-lasting Flavour- Uniquely infused with irresistible flavours right through to the core, your dog will never get bored, as the flavour will last for the lifetime of the bone

Human-Grade Flavouring- The TastyBone Nylon Trio Dog Bone is perfect for dogs with allergies as there is no wheat, dairy, additives or meat. The flavours of the bone are made from 100% herbs and spices

Promotes Dental Health- With every bite your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees

Made in the UK- TastyBone is the UK’s no.1 manufacturer of nylon chews and edible treats. TastyBone is proud to be both designed and manufactured in Great Britain

Ingredients: 100% Virgin Nylon Synthetic Flavouring.

          ","                         $27.20                        ",https://yourpetpa.com.au/collections/treats/products/tasty-bone-nylon-trio-bone-for-dogs-bacon-flavour,//yourpetpa.com.au/cdn/shop/products/eyJidWNrZXQiOiJ3ZWItbmluamEtaW1hZ2VzIiwia2V5IjoidGltZXBldG5ld1wvaW1hZ2VzXC9wcm9kaW1nXC8xMzA5XzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODAsImhlaWdodCI6NDgwLCJmaXQiOiJpbnNpZGUiLCJ.webp?v=1661499466
"Whimzees Dental Sausage Bulk Box","Dog Treats","WHIMZEES Veggie Sausages are the easy, effective and fun way to help maintain dental health in your dog. WHIMZEES Veggie Sausages are low calorie and low fat, so your dog can ‘brush’ daily, just like the rest of the family. They are made from just six vegetarian primary ingredients, making them suitable for even sensitive tummies.

Ingredients: POTATO STARCH, GLYCERIN, POWDERED CELLULOSE, LECITHIN, DRIED YEAST, MALT EXTRACT, SWEET LUPIN MEAL, CALCIUM CARBONATE, PAPRIKA EXTRACT, CLOVE BUD OIL.          ","                         $81.69                        ",https://yourpetpa.com.au/collections/treats/products/whimzees-dental-sausage-bulk-box,//yourpetpa.com.au/cdn/shop/products/WHIMZEES-VEGGIE-SAUSAGE-L-BULK-BOX-50S_09022022_004459.webp?v=1664253666
"Tasty Bone Nylon Trio Bone For Dogs (Peanut Butter Flavour)","Dog Treats","TASTYBONE NYLON TRIO DOG BONE

Made from 100% Virgin Nylon, packed with flavour and exceptionally tough, the TastyBone Nylon Trio Dog Bone range is a part of TastyBone's tried and tested core offering that keeps even the most vigorous chewers chomping for days. They satisfy every bit of a dog’s urge to gnaw. With every bite, your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees. TastyBone offers a 100-day guarantee, the Nylon Trio Dog Bones are guaranteed to last, or your money back! Available in three lip-smackingly delicious flavours, there is one to suit every dog big, or small. Bone-appetite!

100% Virgin Nylon- Made from 100% virgin nylon, that is free from chemicals

100-Day Chew Guarantee- TastyBone have a 100-day chew challenge with the Nylon Trio Dog Bone. Put your dog up to the test with the 100-day chew challenge guarantee, or your money back!

Long-lasting Flavour- Uniquely infused with irresistible flavours right through to the core, your dog will never get bored, as the flavour will last for the lifetime of the bone

Human-Grade Flavouring- The TastyBone Nylon Trio Dog Bone is perfect for dogs with allergies as there is no wheat, dairy, additives or meat. The flavours of the bone are made from 100% herbs and spices

Promotes Dental Health- With every bite your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees

Made in the UK- TastyBone is the UK’s no.1 manufacturer of nylon chews and edible treats. TastyBone is proud to be both designed and manufactured in Great Britain

Ingredients: 100% Virgin Nylon Synthetic Flavouring.

          ","                         $27.20                        ",https://yourpetpa.com.au/collections/treats/products/tasty-bone-nylon-trio-bone-for-dogs-peanut-butter-flavour,//yourpetpa.com.au/cdn/shop/products/eyJidWNrZXQiOiJ3ZWItbmluamEtaW1hZ2VzIiwia2V5IjoidGltZXBldG5ld1wvaW1hZ2VzXC9wcm9kaW1nXC8xMjgxXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODAsImhlaWdodCI6NDgwLCJmaXQiOiJpbnNpZGUiLCJ.webp?v=1661499588
"Bell and Bone Puppy Dental Chews Beef","Dog Treats","Introducing Bell and Bone Puppy Dental Chews Beef and Coconut is the perfect solution to support your puppy's oral health and improve the lives of pet owners in Australia.

These dental chews provide a tasty and beneficial treat for your puppy while promoting dental hygiene and overall well-being.  Ingredients

Beef (36.6%), Tapioca, Vegetable binder, Coconut (7.3%), Sweet Potato, Vegetable Gum, Salt, Natural flavour, Skim Milk Powder, Calcium Carbonate, Sodium Tripolyphosphate, Zinc Sulphate, Natural Flavour, Vegetable Protein, Salmon Oil, Natural Preservative, Natural Antioxidant, Omega-3  Key Features:    Dental Health: The chewy texture helps reduce plaque and tartar buildup, maintaining healthy teeth and gums.    Delicious Flavor: Made with real beef, these chews are irresistibly tasty, making them a delightful reward for your puppy.    Natural Ingredients: Crafted with all-natural ingredients, free from artificial flavours, colours, and preservatives.    Why Choose Bell and Bone Puppy Dental Chews Beef:    Oral Care: Promotes healthy teeth and gums, preventing dental issues in your growing puppy.    Nutritious Treat: Provides a satisfying chew while delivering essential nutrients for optimal development.    Quality and Safety: Made with care in Australia, ensuring high standards and supporting local businesses.

Make Your PetPA the go-to destination for Bell and Bone Puppy Dental Chews - Beef and give your puppy the gift of good oral health. Shop now and prioritize your puppy's dental care with Your PetPA, your trusted online pet store!         ","                         $13.29                        ",https://yourpetpa.com.au/collections/treats/products/bell-and-bone-big-puppy-dental-chews,//yourpetpa.com.au/cdn/shop/files/PUPPYDENTALCHEWSPACKSSmallpuppybeefFront.png?v=1695605852
"Pig Snouts 1kg","Dog Treats","

Tasty Pig Snouts , Packet size 1kg         ","                         $49.99                        ",https://yourpetpa.com.au/collections/treats/products/pig-snouts-1kg,//yourpetpa.com.au/cdn/shop/products/trt022_md.jpg?v=1657172383
"Laila & Me Dehydrated Australian Lamb Liver Cat & Dog Treats","Dog Treats","Give your pets a holistic and guilt-free treat with the Laila &amp; Me Dehydrated Australian Lamb Liver Cat &amp; Dog Treats!

Laila &amp; Me Dehydrated Australian Lamb Liver Cat &amp; Dog Treats are packed with protein, essential amino acids, and a variety of vitamins and minerals. If you are unclear about how much liver to feed your dog or if you have any worries about their diet, you should always consult a vet.

These nutritious air-dried lamb liver treats are a healthier addition to your dog's diet. Get your dog's favourite treat from Your Pet PA's online store today.  Features:  Grain-free, single-ingredient dehydrated lamb liver organ dog treats Made with 100% Australian lamb liver - a highly nutritious animal organ Minimally processed and slowly air-dried to retain natural flavours and nutrients Hypoallergenic pet treat for dogs with food allergies and sensitivities No chemicals, GMOs, carrageenan, fillers, salt, artificial flavours/colours or preservatives Approved by animal nutritionist Clare Kearney Can be used as an all-natural training treats Made in Australia in small batches for freshness   Size Available:    250g   Ingredients:     Made with 100% Australian lamb liver.

About Laila and Me: Offering 100% natural and delicious pet treats, Laila and Me is an Australian-owned small business that was founded in 2015 and brings healthy, hypoallergenic treats for pet owners with cats and dogs that have food allergies or sensitivities.           ","                         $14.99                        ",https://yourpetpa.com.au/collections/treats/products/laila-me-dehydrated-australian-lamb-liver-cat-dog-treats-250g,//yourpetpa.com.au/cdn/shop/products/LailaMeDehydratedAustralianLambLiverCat_DogTreats250g.jpg?v=1674789863
"Tasty Bone Nylon Trio Bone For Dogs (Beef Flavour)","Dog Treats","TASTYBONE NYLON TRIO DOG BONE

Made from 100% Virgin Nylon, packed with flavour and exceptionally tough, the TastyBone Nylon Trio Dog Bone range is a part of TastyBone's tried and tested core offering that keeps even the most vigorous chewers chomping for days. They satisfy every bit of a dog’s urge to gnaw. With every bite, your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees. TastyBone offers a 100-day guarantee, the Nylon Trio Dog Bones are guaranteed to last, or your money back! Available in three lip-smackingly delicious flavours, there is one to suit every dog big, or small. Bone-appetite!

100% Virgin Nylon- Made from 100% virgin nylon, that is free from chemicals

100-Day Chew Guarantee- TastyBone have a 100-day chew challenge with the Nylon Trio Dog Bone. Put your dog up to the test with the 100-day chew challenge guarantee, or your money back!

Long-lasting Flavour- Uniquely infused with irresistible flavours right through to the core, your dog will never get bored, as the flavour will last for the lifetime of the bone

Human-Grade Flavouring- The TastyBone Nylon Trio Dog Bone is perfect for dogs with allergies as there is no wheat, dairy, additives or meat. The flavours of the bone are made from 100% herbs and spices

Promotes Dental Health- With every bite your dog's gums and teeth become stronger and healthier, protecting against infections, tooth loss and vets fees

Made in the UK- TastyBone is the UK’s no.1 manufacturer of nylon chews and edible treats. TastyBone is proud to be both designed and manufactured in Great Britain

Ingredients: 100% Virgin Nylon Synthetic Flavouring.

          ","                         $22.99                        ",https://yourpetpa.com.au/collections/treats/products/tasty-bone-nylon-trio-bone-for-dogs-beef-flavour-1,//yourpetpa.com.au/cdn/shop/products/eyJidWNrZXQiOiJ3ZWItbmluamEtaW1hZ2VzIiwia2V5IjoidGltZXBldG5ld1wvaW1hZ2VzXC9wcm9kaW1nXC8xMzEwXzEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0ODAsImhlaWdodCI6NDgwLCJmaXQiOiJpbnNpZGUiLCJ.webp?v=1661499363
"Chicken Necks Dried 500g","Dog Treats","           Tasty Chicken Necks, comes in 500g pack         ","                         $14.99                        ",https://yourpetpa.com.au/collections/treats/products/chicken-necks-dried-1kg,//yourpetpa.com.au/cdn/shop/products/ng012_md.jpg?v=1657158926
"ONE (with everything!) - Small Bite 150g","Dog Treats","Small sized high-protein treats

Made from 70% insect protein, these delicious morsels are more than your average biscuit. Packed with protein, healthy fats and fibre, these functional treats are perfect for training, an on-the-go energy boost or making new friends at the park. With a high-quality protein profile, these treats can help to supplement a healthy diet to ensure your four-legged friends get all the nutrients they need.


Small sized treats are perfect for training or for smaller dogs. 
         ","                         $9.49                        ",https://yourpetpa.com.au/collections/treats/products/one-with-everything-small-bite-150g,//yourpetpa.com.au/cdn/shop/products/ONE_SB_main-1.jpg?v=1652325264
"Beasty Tendon Chews 85gm for Dogs","Dog Treats","           Beasty Tendon Chews are a good source of protein and has an exceptional chew to keep your pet’s teeth clean and healthy while providing a longer lasting entertainment when compared to our other treats.          ","                         $14.99                        ",https://yourpetpa.com.au/collections/treats/products/beasty-tendon-chews-85gm-for-dogs,//yourpetpa.com.au/cdn/shop/products/B_TC_main-1.jpg?v=1652332695
"Roo Tails 4pk","Dog Treats","

               
    Natural Animal Solutions’ Roo Tails  are packed with vitamins and nutrients. A perfect blend of meat and bone to encourage vigorous chewing, maintaining healthy gums and teeth.
   

Cut to optimal length, they are long lasting and packed with protein and fantastic flavour. Our dried  Roo Tails  will keep even the most active dogs occupied for hours.    
    Directions &amp; Dosages    Whilst being packed with nutritional benefits,  NAS Roo Tails  are designed to be supplementary to your pet’s daily diet and should always be given together with plenty of fresh, clean drinking water. We recommend giving your dog no more than 3 a week and no more than 1 in any one day.

Any small fragments of bone should be removed once the treat has been gnawed down to that level and pet should not be left unsupervised when being given the treat.

Storage:  Should be stored under 25 degrees and kept in the sealed pouch out of direct sunlight and should be consumed within 12 months of purchase.   Features   
     High in protein    Lean meat very low in fat    Long lasting    Dental health enhancer    On average 15-20cm long but can vary given their natural source    Handy re-sealable pouch    4 per pouch

 
                    ","                         $23.99                        ",https://yourpetpa.com.au/collections/treats/products/roo-tails,//yourpetpa.com.au/cdn/shop/files/NAS-RGB-Roo-Tails.jpg?v=1694578163
"Laila and Me Chicken Necks 100g","Dog Treats","Chicken necks are a quick, tasty, dried chew suitable for all sized dogs.

Chicken is naturally low in fat and are dried (not cooked), keeping them crisp but safe. The bone content of chicken necks provides an excellent dose of calcium, which is vital for the health of bones and teeth.

In addition, chewing bones acts as a natural teeth cleaner for dogs. Periodontal disease is one of the most common and serious ailments modern dogs experience, and can led to a host of heath problems throughout the body.

The health of the mouth is vital to the health of the body and gnawing chicken necks is an excellent method to easily and naturally clean your dog’s teeth.

Features:  Made in Australia from Australian produce Suitable as a light snack for all size dogs Naturally dried, not cooked Crunchy dental aid 100% chicken No preservatives or additives Safe for cats, too!          ","                         $14.95                        ",https://yourpetpa.com.au/collections/treats/products/laila-and-me-chicken-necks-100g,//yourpetpa.com.au/cdn/shop/files/Laila_and_Me_Chicken_Necks_1_720x_0641271f-593f-4351-99d2-f2ba84399de4.webp?v=1686114368
"Laila and Me Freeze Dried Kangaroo Treats","Dog Treats","Laila &amp; Me Freeze Dried Raw Kangaroo Treats. Turns out Kangaroo has only 2% body fat, which makes it the perfect treat for your pet to snack on guilt-free! Kangaroo is one of the leanest meats available and is popular will even the fussiest of pets!  100% Australian Made and Locally sourced Kangaroo High-quality protein with all ten essential amino acids that dogs require for health Freeze-drying ensures all nutrients are retained without losing any flavor  Nutritional Information:

Crude Protein 86%, Crude Fat 3%, Crude fiber 0%, Crude ash 4%, Moisture 5% Ingredients:

100% Natural Australian Kangaroo         ","                         $15.99                        ",https://yourpetpa.com.au/collections/treats/products/laila-and-me-kangaroo-treats,//yourpetpa.com.au/cdn/shop/files/LargeFreezeDriedRooFRONT_700x_95be6698-f237-46cf-8c0b-0ad98546c6e4.webp?v=1690613831
"Doggy Butter Hip, Joint & Coat 250g","Dog Treats","Think Nutella for Dogs but our Doggylicious Carob Doggy Butter is 100% safe and doggy approved.

Everyone knows dogs love peanut butter. We wanted to put our paw down and make one specifically for dogs. Our doggy butters are made using a specific roast, ground to doggy texture perfection and above all contains only the best ingredients. All our doggy butters are made using human grade ingredients and 100% natural.

This variant contains carob powder which is dog friendly and 100% delicious.

Check out these doggy hacks that your doggy butters will help with;
   Need some help hiding that medicine, it better be in one of these spreads?   Need to wash the dog but it won’t stay still, spread some on the bath or on their toy to keep them entertained.   Heading out? Spread a dollop on a Lickimat or toy and by the time they have cleaned it up, you will be home to give them cuddles. 

 

The Doggylicious  Butters are:        100% natural      100% grain and gluten free     Contains no palm oil, xylitol or additives     Contains no added sugar or sweeteners or salt.      Contains collagen and turmeric to assist with healthy joints, skin and coat..            ","                         $7.99                        ",https://yourpetpa.com.au/collections/treats/products/doggy-butter-hip-joint-coat-250g,//yourpetpa.com.au/cdn/shop/files/Doggylicious_-_Doggy_Butters_-_HJC_250g_Front.png?v=1705632274
"ONE (with everything!) - Large Bite 150g","Dog Treats","Large sized high-protein treats

Made from 70% insect protein, these delicious morsels are more than your average biscuit. Packed with protein, healthy fats and fibre, these functional treats are perfect for training, an on-the-go energy boost or making new friends at the park. With a high-quality protein profile, these treats can help to supplement a healthy diet to ensure your four-legged friends get all the nutrients they need.

Large sized treats a suited to larger dog breeds, generous snacks or sharing with friends.          ","                         $9.49                        ",https://yourpetpa.com.au/collections/treats/products/one-with-everything-large-bite-150g,//yourpetpa.com.au/cdn/shop/products/ONE_LB_main-1.jpg?v=1652325208
"Beasty Wagyu Bites 85gm for dogs","Dog Treats","           Beasty Angus Cuts are made from specially selected parts of the cow to ensure a premium flavour profile while keeping fat content low.          ","                         $15.99                        ",https://yourpetpa.com.au/collections/treats/products/beasty-angus-bites-85gm-for-dogs,//yourpetpa.com.au/cdn/shop/products/B_WB_main-1.jpg?v=1652332985
"Beasty Organ Bites 85gm for dogs","Dog Treats","           Beasty Organ Bites are made to emulate a more natural diet found in the wild. Specially select beef organs are used to provide that rich beefy flavour only found within the innards.          ","                         $14.99                        ",https://yourpetpa.com.au/collections/treats/products/beasty-organ-bites-85gm-for-dogs,//yourpetpa.com.au/cdn/shop/products/B_OB_main-1.jpg?v=1652332772
"ONE (with everything!) - Shortbread 150g","Dog Treats","7 health foods + Protein

Containing 7 healthy ingredients plus insect protein, these treats are like a superfood smoothie in a biscuit and with a mouth-watering taste your pooch will never suspect a thing. Natural goodness for natural wellness.

Superfood Shortbreads are a great way to increase your pet’s nutritional variety to ensure they are eating all the nutrients they need. Perfect for training, an on-the-go energy boost these treats can be easily broken into bite-sized portions or eaten whole.          ","                         $9.49                        ",https://yourpetpa.com.au/collections/treats/products/one-with-everything-shortbread-150g,//yourpetpa.com.au/cdn/shop/products/ONE_Shb_main-1.jpg?v=1652325128
"The Paw Grocer Freeze Dried Diced Beef Hearts Treats 90g","Dog Treats","Treat your furry friend to the nutritious delight of Paw Grocer's Freeze Dried Diced Beef Hearts. These high-quality protein-packed delights are perfect for supporting your dog's muscle development and overall health.   Paw Grocer's Freeze Dried Diced Beef Hearts are a wholesome, protein-rich treat for your canine companion, made from beef hearts.  These delicious beef hearts are freeze-dried to lock in nutrients and flavour, making them an irresistible addition to your dog's diet. They're perfect for adding variety and can be used as training treats.  Your dog deserves the best, and these treats provide a natural source of essential nutrients, including high-quality protein, minerals like iron and zinc, and vital vitamins. They're a healthy way to show your love and keep your pet happy and active.

Product Specifications:

Diced Beef Heart (per 100g):    

Protein   

77.41%     

Fat   

17.21%     

Ash   

4.81%     

Net Carbs   

0.57%     

Kcal per 100g   

95.97     

Kj per 100g   

401.54

Treat your dog to the goodness of Paw Grocer's Freeze Dried Diced Beef Hearts today and make their tails wag with joy. For more pet-friendly products, visit Your Pet PA, your one-stop destination for all things pet-related.

Disclaimer: Always seek the advice of your veterinarian with any questions you may have regarding the medical condition of your pet. Never disregard professional advice.          ","                         $12.50                        ",https://yourpetpa.com.au/collections/treats/products/the-paw-grocer-freeze-dried-diced-beef-hearts-90g,//yourpetpa.com.au/cdn/shop/files/TPG_BH_main-1.png?v=1698882253
"Bell and Bone Puppy Dental Chews Salmon","Dog Treats","Introducing Bell and Bone Puppy Dental Chews in salmon and carrot flavours, the perfect choice for your growing pup.

These dental chews are specially designed to support your puppy's dental health while providing a delicious and satisfying chewing experience.  Ingredients

Salmon (23.1%), Tapioca, Carrot (11.6%), Vegetable binder, Coconut, Sweet Potato, Vegetable Gum, Salt, Natural flavour, Skim Milk Powder, Calcium Carbonate, Sodium Tripolyphosphate, Zinc Sulphate, Natural Flavour, Vegetable Protein, Salmon Oil, Natural Preservative, Natural Antioxidant, Omega-3  Key Features:    Dental Health: The unique texture and shape of these chews help promote dental hygiene by reducing plaque and tartar buildup.    Nutritious Ingredients: Made with premium-quality salmon and carrot, packed with essential vitamins and minerals.    Puppy-friendly Size: The chews are perfectly sized for puppies, ensuring safe and easy chewing.    Why Choose Bell and Bone Puppy Dental Chews - Salmon and Carrot:    Oral Care: Regular chewing of these dental chews can help maintain your puppy's oral health, reducing the risk of dental issues.    Natural Ingredients: Crafted with all-natural ingredients, free from artificial flavours, colours, and preservatives.    Delicious Taste: The combination of savoury salmon and sweet carrots creates a flavour profile that puppies will love.

Choose Bell and Bone Puppy Dental Chews - Salmon and Carrot to provide your puppy with a tasty and beneficial chew that supports their dental health.          ","                         $13.29                        ",https://yourpetpa.com.au/collections/treats/products/bell-and-bone-puppy-dental-chews-salmon,//yourpetpa.com.au/cdn/shop/files/PUPPYDENTALCHEWSPACKS_SmlpuppysalmonFOP.png?v=1695605567
